-1,log,begin header for RandD1_TiNiC_17apr2013_Part2,true
-1,set,current_bilayer,0
-1,set,current_N,0
-1,set,current_sweep_iterations,0
-1,set,mandrel_axis,4
-1,set,platen_axis,3
-1,set,axis 3 name,platen
-1,set,run_name,RandD1_TiNiC_17apr2013_Part2
-1,set,axis 3 accel_decel,500000
-1,set,cathode 2 deposition_rate,2.5
-1,set,N,4
-1,set,chamber_name,R&D1
-1,set,axis 4 steps_in_rev,25000
-1,set,axis 4 accel_decel,500000
-1,set,cathode 1 name,cathode 1
-1,set,cathode 2 name,cathode 2
-1,set,axis 3 steps_in_rev,250000
-1,set,axis 4 conversion_factor,417.448
-1,set,axis 3 conversion_factor,4171.87
-1,set,cathode 1 deposition_rate,5.0
-1,set,axis 4 name,mandrel
-1,log,N = 4,false
-1,log,axis 3 accel_decel = 500000,false
-1,log,axis 3 conversion_factor = 4171.87,false
-1,log,axis 3 name = platen,false
-1,log,axis 3 steps_in_rev = 250000,false
-1,log,axis 4 accel_decel = 500000,false
-1,log,axis 4 conversion_factor = 417.448,false
-1,log,axis 4 name = mandrel,false
-1,log,axis 4 steps_in_rev = 25000,false
-1,log,cathode 1 deposition_rate = 5.0,false
-1,log,cathode 1 name = cathode 1,false
-1,log,cathode 2 deposition_rate = 2.5,false
-1,log,cathode 2 name = cathode 2,false
-1,log,chamber_name = R&D1,false
-1,log,current_N = 0,false
-1,log,current_bilayer = 0,false
-1,log,current_sweep_iterations = 0,false
-1,log,mandrel_axis = 4,false
-1,log,platen_axis = 3,false
-1,log,run_name = RandD1_TiNiC_17apr2013_Part2,false
0,log,,false
1,log,starting layer 1,false
2,log,starting bilayer 1,false
3,set,current_N,1
4,set,current_bilayer,1
5,set,current_sweep_iterations,20.0
6,log,ofsetting platen back -4.0 degrees,false
7,move_angle,3,-2777,12515.61,500000
8,log,ofsetting mandrel back -4.0 degrees,false
9,move_angle,4,-277,1252.344,500000
10,log,sweeping slave axis platen at 8.0 angle at 2.0 RPM,false
11,slave_sweep,3,start,5555,8343.74,500000
12,log,opening shutter 1,true
13,shutter,1,open
14,log,rotating mandrel 20.0 times at 1.0 RPM,false
15,set,current_sweep,1
16,move_angle,4,25000,417.448,500000
17,set,current_sweep,2
18,move_angle,4,25000,417.448,500000
19,set,current_sweep,3
20,move_angle,4,25000,417.448,500000
21,set,current_sweep,4
22,move_angle,4,25000,417.448,500000
23,set,current_sweep,5
24,move_angle,4,25000,417.448,500000
25,set,current_sweep,6
26,move_angle,4,25000,417.448,500000
27,set,current_sweep,7
28,move_angle,4,25000,417.448,500000
29,set,current_sweep,8
30,move_angle,4,25000,417.448,500000
31,set,current_sweep,9
32,move_angle,4,25000,417.448,500000
33,set,current_sweep,10
34,move_angle,4,25000,417.448,500000
35,set,current_sweep,11
36,move_angle,4,25000,417.448,500000
37,set,current_sweep,12
38,move_angle,4,25000,417.448,500000
39,set,current_sweep,13
40,move_angle,4,25000,417.448,500000
41,set,current_sweep,14
42,move_angle,4,25000,417.448,500000
43,set,current_sweep,15
44,move_angle,4,25000,417.448,500000
45,set,current_sweep,16
46,move_angle,4,25000,417.448,500000
47,set,current_sweep,17
48,move_angle,4,25000,417.448,500000
49,set,current_sweep,18
50,move_angle,4,25000,417.448,500000
51,set,current_sweep,19
52,move_angle,4,25000,417.448,500000
53,set,current_sweep,20
54,move_angle,4,25000,417.448,500000
55,log,closing shutter 1,true
56,shutter,1,close
57,log,stopping slave sweep for platen,false
58,slave_sweep,3,stop,5555,8343.74,500000
59,log,rezeroing mandrel by moving 4.0 degrees,false
60,move_angle,4,277,1252.344,500000
61,log,rezero slave axis platen,false
62,slave_rezero,3,12515.61,500000
63,check_pause
64,log,moving platen -180.0 degrees,false
65,move_angle,3,-125000,12515.61,500000
66,check_pause
67,log,starting bilayer 2,false
68,set,current_N,1
69,set,current_bilayer,2
70,set,current_sweep_iterations,40.0
71,log,ofsetting platen back -4.0 degrees,false
72,move_angle,3,-2777,12515.61,500000
73,log,ofsetting mandrel back -4.0 degrees,false
74,move_angle,4,-277,1252.344,500000
75,log,sweeping slave axis platen at 8.0 angle at 2.0 RPM,false
76,slave_sweep,3,start,5555,8343.74,500000
77,log,opening shutter 2,true
78,shutter,2,open
79,log,rotating mandrel 40.0 times at 1.0 RPM,false
80,set,current_sweep,1
81,move_angle,4,25000,417.448,500000
82,set,current_sweep,2
83,move_angle,4,25000,417.448,500000
84,set,current_sweep,3
85,move_angle,4,25000,417.448,500000
86,set,current_sweep,4
87,move_angle,4,25000,417.448,500000
88,set,current_sweep,5
89,move_angle,4,25000,417.448,500000
90,set,current_sweep,6
91,move_angle,4,25000,417.448,500000
92,set,current_sweep,7
93,move_angle,4,25000,417.448,500000
94,set,current_sweep,8
95,move_angle,4,25000,417.448,500000
96,set,current_sweep,9
97,move_angle,4,25000,417.448,500000
98,set,current_sweep,10
99,move_angle,4,25000,417.448,500000
100,set,current_sweep,11
101,move_angle,4,25000,417.448,500000
102,set,current_sweep,12
103,move_angle,4,25000,417.448,500000
104,set,current_sweep,13
105,move_angle,4,25000,417.448,500000
106,set,current_sweep,14
107,move_angle,4,25000,417.448,500000
108,set,current_sweep,15
109,move_angle,4,25000,417.448,500000
110,set,current_sweep,16
111,move_angle,4,25000,417.448,500000
112,set,current_sweep,17
113,move_angle,4,25000,417.448,500000
114,set,current_sweep,18
115,move_angle,4,25000,417.448,500000
116,set,current_sweep,19
117,move_angle,4,25000,417.448,500000
118,set,current_sweep,20
119,move_angle,4,25000,417.448,500000
120,set,current_sweep,21
121,move_angle,4,25000,417.448,500000
122,set,current_sweep,22
123,move_angle,4,25000,417.448,500000
124,set,current_sweep,23
125,move_angle,4,25000,417.448,500000
126,set,current_sweep,24
127,move_angle,4,25000,417.448,500000
128,set,current_sweep,25
129,move_angle,4,25000,417.448,500000
130,set,current_sweep,26
131,move_angle,4,25000,417.448,500000
132,set,current_sweep,27
133,move_angle,4,25000,417.448,500000
134,set,current_sweep,28
135,move_angle,4,25000,417.448,500000
136,set,current_sweep,29
137,move_angle,4,25000,417.448,500000
138,set,current_sweep,30
139,move_angle,4,25000,417.448,500000
140,set,current_sweep,31
141,move_angle,4,25000,417.448,500000
142,set,current_sweep,32
143,move_angle,4,25000,417.448,500000
144,set,current_sweep,33
145,move_angle,4,25000,417.448,500000
146,set,current_sweep,34
147,move_angle,4,25000,417.448,500000
148,set,current_sweep,35
149,move_angle,4,25000,417.448,500000
150,set,current_sweep,36
151,move_angle,4,25000,417.448,500000
152,set,current_sweep,37
153,move_angle,4,25000,417.448,500000
154,set,current_sweep,38
155,move_angle,4,25000,417.448,500000
156,set,current_sweep,39
157,move_angle,4,25000,417.448,500000
158,set,current_sweep,40
159,move_angle,4,25000,417.448,500000
160,log,closing shutter 2,true
161,shutter,2,close
162,log,stopping slave sweep for platen,false
163,slave_sweep,3,stop,5555,8343.74,500000
164,log,rezeroing mandrel by moving 4.0 degrees,false
165,move_angle,4,277,1252.344,500000
166,log,rezero slave axis platen,false
167,slave_rezero,3,12515.61,500000
168,check_pause
169,log,moving platen 180.0 degrees,false
170,move_angle,3,125000,12515.61,500000
171,check_pause
172,log,,false
173,log,starting layer 2,false
174,log,starting bilayer 1,false
175,set,current_N,2
176,set,current_bilayer,1
177,set,current_sweep_iterations,20.0
178,log,ofsetting platen back -4.0 degrees,false
179,move_angle,3,-2777,12515.61,500000
180,log,ofsetting mandrel back -4.0 degrees,false
181,move_angle,4,-277,1252.344,500000
