-1,log,begin header for RandD2_SiW_11july2013,true
-1,set,axis 1 conversion_factor,6897.92
-1,set,mandrel_axis,2
-1,set,axis 1 accel_decel,500000
-1,set,current_bilayer,0
-1,set,axis 2 conversion_factor,600.521
-1,set,run_name,RandD2_SiW_11july2013
-1,set,axis 2 steps_in_rev,36000
-1,set,platen_axis,1
-1,set,cathode 1 name,cathode 1
-1,set,axis 3 conversion_factor,262.322834646
-1,set,current_sweep_iterations,0
-1,set,axis 3 accel_decel,50000
-1,set,N,15
-1,set,chamber_name,R&D2
-1,set,axis 1 name,platen
-1,set,linear_stage_axis,3
-1,set,axis 2 name,rotary stage
-1,set,axis 1 steps_in_rev,412500
-1,set,current_N,0
-1,set,axis 3 name,linear stage
-1,set,cathode 2 deposition_rate,2.3
-1,set,axis 2 accel_decel,50000
-1,set,cathode 2 name,cathode 2
-1,set,axis 3 steps_in_rev,53304
-1,set,cathode 1 deposition_rate,2.67
-1,log,N = 15,false
-1,log,axis 1 accel_decel = 500000,false
-1,log,axis 1 conversion_factor = 6897.92,false
-1,log,axis 1 name = platen,false
-1,log,axis 1 steps_in_rev = 412500,false
-1,log,axis 2 accel_decel = 50000,false
-1,log,axis 2 conversion_factor = 600.521,false
-1,log,axis 2 name = rotary stage,false
-1,log,axis 2 steps_in_rev = 36000,false
-1,log,axis 3 accel_decel = 50000,false
-1,log,axis 3 conversion_factor = 262.322834646,false
-1,log,axis 3 name = linear stage,false
-1,log,axis 3 steps_in_rev = 53304,false
-1,log,cathode 1 deposition_rate = 2.67,false
-1,log,cathode 1 name = cathode 1,false
-1,log,cathode 2 deposition_rate = 2.3,false
-1,log,cathode 2 name = cathode 2,false
-1,log,chamber_name = R&D2,false
-1,log,current_N = 0,false
-1,log,current_bilayer = 0,false
-1,log,current_sweep_iterations = 0,false
-1,log,linear_stage_axis = 3,false
-1,log,mandrel_axis = 2,false
-1,log,platen_axis = 1,false
-1,log,run_name = RandD2_SiW_11july2013,false
0,log,,false
1,log,starting layer 1,false
2,log,starting bilayer 1,false
3,set,current_N,1
4,set,current_bilayer,1
5,set,current_sweep_iterations,8.0
6,log,ofsetting platen back -0.0 degrees,false
7,move_angle,1,0,20693.76,500000
8,log,ofsetting rotary stage back -4.0 degrees,false
9,move_angle,2,-400,1801.563,50000
10,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
11,slave_sweep,1,start,0,0.0,500000
12,log,opening shutter 2,true
13,shutter,2,open
14,log,rotating rotary stage 8.0 times at 1.02222222222 RPM,false
15,set,current_sweep,1
16,move_angle,2,36000,613.865911111,50000
17,set,current_sweep,2
18,move_angle,2,36000,613.865911111,50000
19,set,current_sweep,3
20,move_angle,2,36000,613.865911111,50000
21,set,current_sweep,4
22,move_angle,2,36000,613.865911111,50000
23,set,current_sweep,5
24,move_angle,2,36000,613.865911111,50000
25,set,current_sweep,6
26,move_angle,2,36000,613.865911111,50000
27,set,current_sweep,7
28,move_angle,2,36000,613.865911111,50000
29,set,current_sweep,8
30,move_angle,2,36000,613.865911111,50000
31,log,closing shutter 2,true
32,shutter,2,close
33,log,stopping slave sweep for platen,false
34,slave_sweep,1,stop,0,0.0,500000
35,log,rezeroing rotary stage by moving 4.0 degrees,false
36,move_angle,2,400,1801.563,50000
37,log,rezero slave axis platen,false
38,slave_rezero,1,20693.76,500000
39,check_pause
40,log,moving platen 180.0 degrees,false
41,move_angle,1,206250,20693.76,500000
42,check_pause
43,log,starting bilayer 2,false
44,set,current_N,1
45,set,current_bilayer,2
46,set,current_sweep_iterations,4.0
47,log,ofsetting platen back -0.0 degrees,false
48,move_angle,1,0,20693.76,500000
49,log,ofsetting rotary stage back -4.0 degrees,false
50,move_angle,2,-400,1801.563,50000
51,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
52,slave_sweep,1,start,0,0.0,500000
53,log,opening shutter 1,true
54,shutter,1,open
55,log,rotating rotary stage 4.0 times at 0.89 RPM,false
56,set,current_sweep,1
57,move_angle,2,36000,534.46369,50000
58,set,current_sweep,2
59,move_angle,2,36000,534.46369,50000
60,set,current_sweep,3
61,move_angle,2,36000,534.46369,50000
62,set,current_sweep,4
63,move_angle,2,36000,534.46369,50000
64,log,closing shutter 1,true
65,shutter,1,close
66,log,stopping slave sweep for platen,false
67,slave_sweep,1,stop,0,0.0,500000
68,log,rezeroing rotary stage by moving 4.0 degrees,false
69,move_angle,2,400,1801.563,50000
70,log,rezero slave axis platen,false
71,slave_rezero,1,20693.76,500000
72,check_pause
73,log,moving platen -180.0 degrees,false
74,move_angle,1,-206250,20693.76,500000
75,check_pause
76,log,,false
77,log,starting layer 2,false
78,log,starting bilayer 1,false
79,set,current_N,2
80,set,current_bilayer,1
81,set,current_sweep_iterations,8.0
82,log,ofsetting platen back -0.0 degrees,false
83,move_angle,1,0,20693.76,500000
84,log,ofsetting rotary stage back -4.0 degrees,false
85,move_angle,2,-400,1801.563,50000
86,log,sweeping slave axis platen at 0.0 angle at 0.0 RPM,false
87,slave_sweep,1,start,0,0.0,500000
88,log,opening shutter 2,true
89,shutter,2,open
90,log,rotating rotary stage 8.0 times at 1.02222222222 RPM,false
91,set,current_sweep,1
92,move_angle,2,36000,613.865911111,50000
93,set,current_sweep,2
94,move_angle,2,36000,613.865911111,50000
95,set,current_sweep,3
96,move_angle,2,36000,613.865911111,50000
97,set,current_sweep,4
98,move_angle,2,36000,613.865911111,50000
99,set,current_sweep,5
100,move_angle,2,36000,613.865911111,50000
101,set,current_sweep,6
102,move_angle,2,36000,613.865911111,50000
103,set,current_sweep,7
104,move_angle,2,36000,613.865911111,50000
105,set,current_sweep,8
106,move_angle,2,36000,613.865911111,50000
107,log,closing shutter 2,true
108,shutter,2,close
109,log,stopping slave sweep for platen,false
110,slave_sweep,1,stop,0,0.0,500000
111,log,rezeroing rotary stage by moving 4.0 degrees,false
112,move_angle,2,400,1801.563,50000
113,log,rezero slave axis platen,false
