N = 1
axis 3 accel_decel = 500000
axis 3 conversion_factor = 4171.87
axis 3 name = platen
axis 3 steps_in_rev = 250000
axis 4 accel_decel = 500000
axis 4 conversion_factor = 417.448
axis 4 name = mandrel
axis 4 steps_in_rev = 25000
cathode 2 deposition_rate = 0.28
cathode 2 name = cathode 2
chamber_name = R&D1
current_N = 0
current_bilayer = 0
current_sweep_iterations = 0
mandrel_axis = 4
platen_axis = 3
run_name = RandD1_TiN_23sep2014_AandBposn_like18mar2013_duplicate

begin header for RandD1_TiN_23sep2014_AandBposn_like18mar2013_duplicate [ Tue, 9/23/2014 06:46:49.6571 AM ]
N = 1
axis 3 accel_decel = 500000
axis 3 conversion_factor = 4171.87
axis 3 name = platen
axis 3 steps_in_rev = 250000
axis 4 accel_decel = 500000
axis 4 conversion_factor = 417.448
axis 4 name = mandrel
axis 4 steps_in_rev = 25000
cathode 2 deposition_rate = 0.28
cathode 2 name = cathode 2
chamber_name = R&D1
current_N = 0
current_bilayer = 0
current_sweep_iterations = 0
mandrel_axis = 4
platen_axis = 3
run_name = RandD1_TiN_23sep2014_AandBposn_like18mar2013_duplicate

begin header for RandD1_TiN_23sep2014_AandBposn_like18mar2013_duplicate [ Tue, 9/23/2014 07:17:20.0164 AM ]
N = 1
axis 3 accel_decel = 500000
axis 3 conversion_factor = 4171.87
axis 3 name = platen
axis 3 steps_in_rev = 250000
axis 4 accel_decel = 500000
axis 4 conversion_factor = 417.448
axis 4 name = mandrel
axis 4 steps_in_rev = 25000
cathode 2 deposition_rate = 0.28
cathode 2 name = cathode 2
chamber_name = R&D1
current_N = 0
current_bilayer = 0
current_sweep_iterations = 0
mandrel_axis = 4
platen_axis = 3
run_name = RandD1_TiN_23sep2014_AandBposn_like18mar2013_duplicate

starting layer 1
starting bilayer 1
ofsetting platen back -4.0 degrees
opening shutter 2 [ Tue, 9/23/2014 07:17:20.8446 AM ]
sweeping platen back and forth 1393.0 times at 2.00020512821 RPM
starting sweep 0 of 1393 [ Tue, 9/23/2014 07:17:20.9383 AM ]
starting sweep 1 of 1393 [ Tue, 9/23/2014 07:17:21.6414 AM ]
starting sweep 2 of 1393 [ Tue, 9/23/2014 07:17:22.3446 AM ]
starting sweep 3 of 1393 [ Tue, 9/23/2014 07:17:23.0789 AM ]
starting sweep 4 of 1393 [ Tue, 9/23/2014 07:17:23.7821 AM ]
starting sweep 5 of 1393 [ Tue, 9/23/2014 07:17:24.5008 AM ]
starting sweep 6 of 1393 [ Tue, 9/23/2014 07:17:25.2196 AM ]
starting sweep 7 of 1393 [ Tue, 9/23/2014 07:17:25.9383 AM ]
starting sweep 8 of 1393 [ Tue, 9/23/2014 07:17:26.6414 AM ]
starting sweep 9 of 1393 [ Tue, 9/23/2014 07:17:27.3602 AM ]
starting sweep 10 of 1393 [ Tue, 9/23/2014 07:17:28.0789 AM ]
starting sweep 11 of 1393 [ Tue, 9/23/2014 07:17:28.7821 AM ]
starting sweep 12 of 1393 [ Tue, 9/23/2014 07:17:29.5008 AM ]
starting sweep 13 of 1393 [ Tue, 9/23/2014 07:17:30.2039 AM ]
starting sweep 14 of 1393 [ Tue, 9/23/2014 07:17:30.9227 AM ]
starting sweep 15 of 1393 [ Tue, 9/23/2014 07:17:31.6258 AM ]
starting sweep 16 of 1393 [ Tue, 9/23/2014 07:17:32.3446 AM ]
starting sweep 17 of 1393 [ Tue, 9/23/2014 07:17:33.0633 AM ]
starting sweep 18 of 1393 [ Tue, 9/23/2014 07:17:33.7821 AM ]
starting sweep 19 of 1393 [ Tue, 9/23/2014 07:17:34.4852 AM ]
starting sweep 20 of 1393 [ Tue, 9/23/2014 07:17:35.2039 AM ]
starting sweep 21 of 1393 [ Tue, 9/23/2014 07:17:35.9227 AM ]
starting sweep 22 of 1393 [ Tue, 9/23/2014 07:17:36.6258 AM ]
starting sweep 23 of 1393 [ Tue, 9/23/2014 07:17:37.3446 AM ]
starting sweep 24 of 1393 [ Tue, 9/23/2014 07:17:38.0477 AM ]
starting sweep 25 of 1393 [ Tue, 9/23/2014 07:17:38.7508 AM ]
starting sweep 26 of 1393 [ Tue, 9/23/2014 07:17:39.4696 AM ]
starting sweep 27 of 1393 [ Tue, 9/23/2014 07:17:40.1883 AM ]
starting sweep 28 of 1393 [ Tue, 9/23/2014 07:17:40.9071 AM ]
starting sweep 29 of 1393 [ Tue, 9/23/2014 07:17:41.6102 AM ]
starting sweep 30 of 1393 [ Tue, 9/23/2014 07:17:42.3289 AM ]
starting sweep 31 of 1393 [ Tue, 9/23/2014 07:17:43.0321 AM ]
starting sweep 32 of 1393 [ Tue, 9/23/2014 07:17:43.7508 AM ]
starting sweep 33 of 1393 [ Tue, 9/23/2014 07:17:44.4696 AM ]
starting sweep 34 of 1393 [ Tue, 9/23/2014 07:17:45.1727 AM ]
starting sweep 35 of 1393 [ Tue, 9/23/2014 07:17:45.8914 AM ]
starting sweep 36 of 1393 [ Tue, 9/23/2014 07:17:46.6102 AM ]
starting sweep 37 of 1393 [ Tue, 9/23/2014 07:17:47.3133 AM ]
starting sweep 38 of 1393 [ Tue, 9/23/2014 07:17:48.0321 AM ]
starting sweep 39 of 1393 [ Tue, 9/23/2014 07:17:48.7508 AM ]
starting sweep 40 of 1393 [ Tue, 9/23/2014 07:17:49.4539 AM ]
starting sweep 41 of 1393 [ Tue, 9/23/2014 07:17:50.1727 AM ]
starting sweep 42 of 1393 [ Tue, 9/23/2014 07:17:50.8914 AM ]
starting sweep 43 of 1393 [ Tue, 9/23/2014 07:17:51.5946 AM ]
starting sweep 44 of 1393 [ Tue, 9/23/2014 07:17:52.3133 AM ]
starting sweep 45 of 1393 [ Tue, 9/23/2014 07:17:53.0164 AM ]
starting sweep 46 of 1393 [ Tue, 9/23/2014 07:17:53.7352 AM ]
starting sweep 47 of 1393 [ Tue, 9/23/2014 07:17:54.4539 AM ]
starting sweep 48 of 1393 [ Tue, 9/23/2014 07:17:55.1727 AM ]
starting sweep 49 of 1393 [ Tue, 9/23/2014 07:17:55.8914 AM ]
starting sweep 50 of 1393 [ Tue, 9/23/2014 07:17:56.5946 AM ]
starting sweep 51 of 1393 [ Tue, 9/23/2014 07:17:57.3133 AM ]
starting sweep 52 of 1393 [ Tue, 9/23/2014 07:17:58.0321 AM ]
starting sweep 53 of 1393 [ Tue, 9/23/2014 07:17:58.7508 AM ]
starting sweep 54 of 1393 [ Tue, 9/23/2014 07:17:59.4696 AM ]
starting sweep 55 of 1393 [ Tue, 9/23/2014 07:18:00.1727 AM ]
starting sweep 56 of 1393 [ Tue, 9/23/2014 07:18:00.8914 AM ]
starting sweep 57 of 1393 [ Tue, 9/23/2014 07:18:01.6102 AM ]
starting sweep 58 of 1393 [ Tue, 9/23/2014 07:18:02.3133 AM ]
starting sweep 59 of 1393 [ Tue, 9/23/2014 07:18:03.0321 AM ]
starting sweep 60 of 1393 [ Tue, 9/23/2014 07:18:03.7508 AM ]
starting sweep 61 of 1393 [ Tue, 9/23/2014 07:18:04.4696 AM ]
starting sweep 62 of 1393 [ Tue, 9/23/2014 07:18:05.1883 AM ]
